problematic;0;0;0;0;0;0;0;0;4;0;0;0;0
principle;0;0;0;4;0;0;0;0;0;0;0;0;0
preserve;1;0;0;0;0;0;0;0;0;0;0;1;1
pose;0;0;0;0;0;0;0;0;0;0;0;4;0
portion;0;0;0;2;2;0;0;0;0;0;0;0;0
political;0;1;0;1;0;0;0;0;1;0;0;0;0
phenomenon;0;0;0;1;0;0;0;0;0;1;0;0;2
personal;0;0;1;0;1;0;0;0;1;0;0;0;0
perform;0;0;1;3;0;0;0;0;0;0;0;0;0
participant;0;1;1;1;0;0;0;0;1;0;0;0;0
numb;0;1;0;1;0;0;0;0;2;0;0;0;0
multi;0;0;0;1;0;0;0;2;0;0;0;0;0
merge;0;0;1;2;0;0;0;0;1;0;0;0;0
meaning;0;0;0;1;0;0;1;0;1;1;0;0;0
mark;0;2;0;0;1;0;0;0;1;0;0;0;0
manipulate;0;0;0;0;0;0;0;0;1;1;0;1;1
management;0;1;0;1;0;0;0;0;1;0;0;0;0
main;0;0;0;0;1;0;0;1;0;1;0;1;0
light;0;0;0;0;0;0;2;0;0;0;0;1;0
library;0;0;2;2;0;0;0;0;0;0;0;0;0
lens;1;0;0;1;0;1;0;0;0;1;0;0;0
label;0;0;0;0;0;1;0;0;1;0;0;0;1
interrogate;1;0;0;0;0;0;0;0;0;0;1;1;0
interface;0;0;0;1;0;0;1;0;0;0;0;1;0
incorporation;0;0;0;0;0;0;0;0;1;0;0;2;1
impossible;0;0;1;1;0;0;0;0;0;1;0;0;0
importantly;0;1;0;0;1;0;0;0;1;0;0;0;1
hide;0;1;1;1;1;0;0;0;0;0;0;0;0
grow;0;0;0;1;0;3;0;0;0;0;0;0;0
fun;0;0;0;0;0;0;0;1;0;1;0;0;1
framework;0;0;0;1;1;0;0;1;0;0;0;0;0
format;0;0;1;0;0;1;0;0;0;0;0;1;0
foreground;0;0;2;0;0;0;0;0;0;1;0;0;0
folk;0;0;0;0;0;0;0;3;0;0;0;0;0
fiction;0;0;0;2;0;0;0;1;0;0;0;0;0
fall;0;1;0;1;1;1;0;0;0;0;0;0;0
event;0;1;0;0;0;0;0;0;3;0;0;0;0
emergence;0;0;0;0;0;0;3;1;0;0;0;0;0
effort;0;0;1;2;0;0;0;1;0;0;0;0;0
easy;0;0;0;0;0;0;1;0;0;1;0;0;1
dynamic;0;1;1;0;0;0;0;1;0;0;0;1;0
distinct;2;0;0;0;0;1;0;0;1;0;0;0;0
discovery;0;0;0;0;0;1;1;1;0;0;0;0;1
deeply;0;2;1;0;0;0;0;0;1;0;0;0;0
decade;0;0;0;1;0;1;0;0;1;0;0;0;0
curation;0;1;0;0;0;0;1;1;0;1;0;0;0
creativity;0;1;1;0;0;0;0;0;0;1;0;0;0
conventional;1;0;0;1;0;1;0;0;0;0;0;1;0
consume;0;0;2;1;0;1;0;0;0;0;0;0;0
consciously;0;0;0;0;0;1;1;0;1;0;0;0;0
claim;0;0;1;0;0;1;0;1;0;0;0;0;0
center;0;0;3;1;0;0;0;0;0;0;0;0;0
carry;0;0;0;1;2;0;0;0;0;0;1;0;0
capacity;0;1;2;0;0;0;0;0;0;0;0;0;0
body;0;1;0;2;0;0;0;0;0;0;0;0;0
blogs;0;0;1;1;0;0;0;1;0;0;1;0;0
augment;0;0;0;0;0;1;0;1;0;0;0;1;0
animal;0;1;1;0;0;0;0;0;1;0;0;0;0
adopt;1;0;0;1;0;0;0;0;0;1;0;1;0
xml;0;0;1;2;0;0;0;0;0;0;0;0;0
utilization;0;0;0;0;0;1;1;0;0;0;1;0;0
ubiquitous;0;1;0;2;0;0;0;0;0;0;0;0;0
trend;1;0;1;0;0;0;0;1;0;0;0;0;0
transmission;0;0;1;0;0;0;0;0;2;0;0;0;0
thoughtful;0;0;0;1;0;1;0;0;0;0;1;0;0
terras;0;0;0;1;0;0;0;2;0;0;0;0;0
talk;0;0;1;1;0;0;0;0;0;1;0;0;0
suggest;0;0;0;1;0;0;0;1;0;0;0;1;0
stand;0;0;1;0;0;0;0;1;0;0;0;1;0
sphere;0;2;0;0;0;0;0;0;1;0;0;0;0
sound;1;1;1;0;0;0;0;0;0;0;0;0;0
sort;0;0;0;1;0;0;1;0;1;0;0;0;0
scope;0;0;0;0;0;0;1;0;1;0;0;0;1
rubric;0;0;0;2;0;0;0;0;1;0;0;0;0
require;0;0;1;0;0;1;1;0;0;0;0;0;0
remix;0;0;1;0;0;0;1;0;0;0;0;1;0
recent;0;0;0;1;0;0;0;1;1;0;0;0;0
reader;0;0;0;2;0;0;0;1;0;0;0;0;0
reach;0;1;0;0;0;0;0;1;0;0;0;1;0
radically;0;0;0;1;0;0;0;0;1;0;0;1;0
procedure;0;0;1;0;0;1;0;0;0;0;0;0;1
primarily;0;1;0;1;0;0;0;0;0;1;0;0;0
pretty;0;0;0;1;1;0;0;1;0;0;0;0;0
potentially;1;0;1;0;0;0;0;1;0;0;0;0;0
position;0;0;1;0;0;0;0;1;1;0;0;0;0
personally;0;0;0;0;0;0;0;2;1;0;0;0;0
outreach;0;0;0;0;0;0;0;0;0;1;0;1;1
organization;0;0;0;1;0;0;0;0;1;1;0;0;0
openness;0;1;0;0;0;0;0;0;1;1;0;0;0
observe;0;0;3;0;0;0;0;0;0;0;0;0;0
numerous;0;0;0;2;0;0;0;1;0;0;0;0;0
note;0;0;1;0;0;0;1;0;0;1;0;0;0
natural;0;0;0;0;1;1;0;0;0;1;0;0;0
matthew;0;0;0;2;0;0;0;0;1;0;0;0;0
materiality;0;1;0;0;0;0;0;1;0;1;0;0;0
manner;2;0;1;0;0;0;0;0;0;0;0;0;0
linguistics;0;0;1;1;0;0;0;1;0;0;0;0;0
leverage;0;0;0;2;0;0;1;0;0;0;0;0;0
key;0;0;0;1;0;1;0;0;0;1;0;0;0
interpretive;0;1;0;0;0;0;0;1;1;0;0;0;0
interdisciplinarity;0;0;0;0;0;0;3;0;0;0;0;0;0
integral;0;0;0;1;0;0;0;0;1;0;0;0;1
hope;0;0;1;0;0;1;0;0;1;0;0;0;0
historically;0;0;0;1;0;0;0;0;0;0;0;2;0
harness;0;1;1;0;0;0;0;0;0;0;0;1;0
gold;0;0;0;1;0;0;0;1;1;0;0;0;0
gis;0;0;1;1;0;0;0;0;1;0;0;0;0
german;0;0;1;0;0;0;0;1;0;1;0;0;0
fundamentally;0;0;1;0;0;0;0;0;1;0;0;0;1
formulate;1;0;0;1;0;0;0;0;0;0;0;1;0
formal;0;0;1;1;0;0;1;0;0;0;0;0;0
fine;0;0;2;1;0;0;0;0;0;0;0;0;0
figure;0;0;0;0;0;0;0;0;1;0;0;2;0
fast;0;1;0;0;0;1;0;0;0;0;0;0;1
familiar;0;0;1;0;0;0;0;1;0;0;0;1;0
fair;0;0;1;1;0;0;0;1;0;0;0;0;0
fail;1;0;0;0;0;0;0;1;1;0;0;0;0
fact;0;0;0;2;0;0;0;0;1;0;0;0;0
experimentation;0;1;1;0;1;0;0;0;0;0;0;0;0
evidence;0;0;1;0;0;0;0;0;1;0;0;1;0
evaluation;0;1;0;0;0;0;0;0;0;2;0;0;0
establish;0;0;0;1;0;1;0;0;0;1;0;0;0
era;0;0;1;0;0;0;1;0;1;0;0;0;0
endeavour;0;1;1;0;1;0;0;0;0;0;0;0;0
employ;2;0;0;0;0;0;0;0;0;1;0;0;0
embed;2;0;0;1;0;0;0;0;0;0;0;0;0
efficiency;0;0;1;0;1;0;0;0;0;0;0;0;1
effective;0;0;0;1;0;0;0;0;0;0;0;2;0
distribute;0;0;1;0;0;0;0;0;0;0;0;2;0
distant;0;1;0;1;0;0;0;0;0;0;1;0;0
differently;0;2;1;0;0;0;0;0;0;0;0;0;0
difference;0;1;0;1;0;0;0;0;0;0;0;1;0
designer;0;1;0;1;0;0;0;1;0;0;0;0;0
derive;0;1;0;0;0;0;1;0;0;1;0;0;0
dependent;0;0;0;1;1;0;1;0;0;0;0;0;0
democratization;0;0;0;2;0;0;0;0;0;0;0;1;0
cut;0;0;1;0;1;0;0;0;1;0;0;0;0
crossroad;1;1;0;0;0;0;0;0;0;0;0;1;0
craft;0;0;0;0;0;0;1;1;0;0;0;1;0
continue;1;0;0;0;0;0;0;1;1;0;0;0;0
conservative;0;0;0;1;0;0;0;0;2;0;0;0;0
conscious;0;1;0;0;0;0;0;0;0;0;1;0;1
collaboratively;0;0;0;0;0;0;0;1;1;0;0;0;1
capture;0;0;0;0;0;0;1;1;0;0;0;1;0
branch;0;0;2;1;0;0;0;0;0;0;0;0;0
brain;0;0;1;0;0;1;0;0;1;0;0;0;0
belief;0;0;3;0;0;0;0;0;0;0;0;0;0
bad;1;0;0;0;0;0;0;1;0;1;0;0;0
aware;0;0;0;1;0;1;0;0;0;0;1;0;0
argument;0;1;0;1;0;0;0;0;1;0;0;0;0
anymore;0;0;0;0;0;1;1;1;0;0;0;0;0
anthropology;0;1;1;1;0;0;0;0;0;0;0;0;0
amount;0;0;0;1;0;2;0;0;0;0;0;0;0
alongside;0;0;0;0;0;1;0;1;0;0;1;0;0
algorithm;0;0;1;0;0;1;1;0;0;0;0;0;0
afford;0;1;0;0;0;0;1;0;0;0;0;1;0
active;0;0;0;1;0;1;0;0;0;0;1;0;0
acknowledge;1;0;0;0;0;0;0;1;0;0;0;1;0
achieve;1;0;1;0;0;0;0;0;1;0;0;0;0
