has;0;2;4;6;1;2;1;3;5;1;0;1;0
when;1;1;4;1;1;0;2;5;5;0;1;2;0
different;0;5;6;4;1;2;0;1;4;1;1;1;0
if;0;2;3;3;1;1;0;3;6;1;0;3;2
you;0;0;0;3;2;1;1;2;6;0;0;0;2
e;1;1;4;8;1;3;0;0;1;1;0;0;0
some;0;0;3;3;1;2;2;4;3;1;0;1;1
s;1;3;4;2;1;1;0;3;4;0;1;1;0
doing;0;1;2;3;2;1;3;1;6;1;1;1;1
used;3;2;5;2;1;1;2;4;3;1;0;0;1
see;0;5;3;5;1;0;1;0;2;2;1;0;0
i_m;1;0;0;5;2;0;0;1;6;2;2;1;0
don_t;2;1;2;2;1;0;0;4;4;0;0;0;4
being;0;2;5;4;1;0;2;1;4;1;0;1;1
where;2;2;1;3;1;1;1;2;2;2;0;2;2
than;1;1;6;2;3;2;0;2;4;0;0;1;3
something;1;2;1;3;3;1;0;4;4;0;0;1;0
etc;0;3;5;2;2;1;1;0;2;0;0;1;0
will;0;1;1;3;3;2;2;4;1;0;1;1;0
very;1;3;2;4;0;1;0;2;1;0;1;1;2
take;0;2;2;3;0;3;2;2;1;3;0;1;1
may;2;1;4;3;0;3;1;0;2;2;0;1;0
like;2;1;5;5;0;2;1;3;2;0;1;0;0
help;0;1;1;5;2;4;2;0;1;0;1;1;2
them;0;2;0;3;0;2;0;0;4;2;1;1;0
still;0;1;1;2;3;1;0;4;4;2;0;1;0
many;0;1;2;7;1;2;0;2;3;1;0;1;0
know;1;2;1;1;2;0;0;6;4;0;0;0;0
possible;1;5;1;0;0;2;1;0;2;2;0;2;1
only;3;2;1;2;1;0;2;2;1;0;0;2;1
much;1;1;1;2;3;1;1;0;3;0;0;1;1
most;1;3;3;2;0;2;0;2;2;1;0;1;1
g;0;1;3;6;0;2;0;0;1;0;0;0;0
there;0;0;2;3;3;0;1;3;3;0;0;1;1
own;0;2;4;1;0;2;1;2;1;0;0;1;0
out;0;1;3;2;2;0;0;2;8;0;1;0;0
allow;0;3;3;1;2;1;0;0;1;2;0;3;1
2;1;2;4;2;0;1;2;1;1;1;1;1;1
old;0;2;2;0;0;2;1;0;2;0;1;4;2
could;0;1;6;0;2;2;1;2;2;0;1;0;1
because;0;1;4;2;1;1;0;3;1;0;0;2;1
1;0;2;4;2;0;1;1;1;1;1;0;1;1
should;0;2;2;0;0;1;0;4;4;0;1;0;1
now;0;1;4;2;1;1;1;1;3;1;0;1;0
been;0;0;3;3;0;1;0;1;1;0;1;2;0
while;0;3;2;2;1;1;1;2;1;0;2;0;0
whether;0;2;2;0;1;1;3;0;0;2;0;0;0
uses;0;0;0;4;1;0;3;0;2;2;0;0;4
even;0;2;3;3;1;0;0;1;4;0;0;2;1
am;0;3;0;3;0;0;0;3;3;0;2;1;0
up;3;1;3;2;0;0;1;0;1;1;0;0;1
said;0;1;0;2;0;1;1;4;3;1;0;0;0
need;0;0;1;2;0;2;0;1;2;0;0;1;0
become;0;1;3;2;1;1;0;1;1;0;0;0;1
allows;0;5;1;2;1;1;1;1;1;0;0;0;0
together;1;4;1;1;1;0;2;2;2;0;0;0;1
better;0;0;2;0;2;0;0;2;2;2;0;3;0
best;0;0;2;1;2;1;0;4;2;0;0;1;0
same;0;1;1;3;1;1;1;2;1;0;0;0;1
might;0;2;0;0;1;1;0;3;4;1;0;0;0
first;0;1;0;1;0;1;2;2;4;0;1;1;0
example;0;0;6;1;2;2;0;3;0;0;0;0;0
available;1;2;1;0;0;1;1;1;1;0;1;0;0
yet;1;0;2;1;0;0;1;2;0;1;0;0;2
without;0;0;3;1;1;2;0;0;1;0;2;0;0
under;1;3;0;3;0;0;0;2;1;0;0;1;0
rather;0;1;2;2;0;0;1;1;0;1;0;1;2
must;0;0;2;1;0;0;1;0;2;0;0;0;2
further;1;0;0;0;2;2;1;0;1;2;0;0;2
was;0;2;2;0;4;0;0;0;0;0;1;1;0
try;0;1;0;1;0;2;0;0;2;0;0;1;0
though;0;0;1;1;1;0;2;0;4;0;0;0;0
then;0;0;0;1;0;0;1;1;3;0;0;1;1
others;1;0;0;1;1;0;0;3;1;0;1;0;1
consider;0;1;5;3;0;0;1;1;1;0;0;0;0
changes;1;0;0;0;2;1;0;0;1;1;2;0;0
really;0;1;0;0;1;1;1;4;2;1;0;0;0
however;0;0;1;1;1;1;1;2;0;1;0;1;0
done;0;0;2;0;2;0;0;2;2;1;0;1;0
come;1;0;2;1;1;0;0;1;1;0;0;0;1
beyond;0;1;2;1;0;2;1;1;1;1;0;0;0
why;1;0;2;1;1;0;0;2;0;0;0;1;0
two;0;2;0;1;1;1;0;2;0;0;1;1;0
towards;0;0;1;0;1;2;1;0;0;0;0;1;0
self;0;1;0;1;0;2;0;0;3;2;0;0;0
say;0;1;3;0;1;2;0;0;0;1;1;0;0
myself;0;0;0;4;0;0;0;4;0;0;0;0;0
either;1;0;0;2;0;1;0;1;1;0;0;1;2
around;0;1;1;1;0;1;0;1;2;0;0;1;0
among;0;0;2;2;0;1;1;0;1;1;0;0;0
across;0;1;1;1;1;1;0;1;3;0;0;0;0
able;0;3;3;0;2;0;0;0;1;0;0;0;0
various;0;0;0;1;0;1;2;1;1;1;0;1;0
seeing;1;1;0;2;0;0;0;2;0;0;0;1;1
particular;0;0;1;2;0;0;1;0;0;0;0;0;0
name;0;1;1;0;1;2;0;0;2;0;0;1;0
looking;0;0;0;0;0;1;0;1;2;2;0;1;1
least;0;1;1;1;1;1;0;0;3;0;0;1;0
happens;0;0;2;2;0;0;1;1;1;0;0;1;0
each;0;0;0;1;1;0;0;2;1;0;0;0;1
cannot;0;2;2;0;0;1;1;2;0;0;0;0;0
believe;0;0;1;0;0;0;0;1;2;0;0;0;2
were;0;2;1;0;1;1;0;0;1;0;0;0;0
want;0;0;1;1;0;0;0;2;2;0;1;0;0
useful;0;1;3;1;0;0;0;0;1;0;1;0;0
themselves;0;0;1;1;0;0;1;0;1;0;0;1;0
seems;1;1;2;0;1;0;0;0;1;1;0;1;0
re;0;0;0;1;0;1;1;0;0;1;0;2;0
otherwise;0;0;0;0;2;0;2;0;1;2;0;0;0
no;0;1;1;1;2;0;0;0;1;0;0;1;0
itself;1;0;2;0;0;0;1;0;2;0;0;1;0
i_ll;0;0;0;1;1;0;0;2;2;0;0;0;0
get;0;0;0;1;0;0;0;2;2;0;0;0;0
anyone;0;3;1;0;0;0;1;0;2;0;0;0;0
3;0;1;2;2;0;0;1;0;0;1;1;0;0
that_s;1;0;0;1;0;0;0;1;1;0;0;0;0
since;0;1;2;0;0;0;0;0;1;0;1;1;0
over;0;1;1;1;0;0;0;3;1;0;0;0;0
novel;1;0;1;0;2;0;0;0;0;0;0;1;1
needs;0;1;0;1;0;1;1;1;1;0;0;1;0
less;1;1;0;0;0;0;0;0;3;0;0;0;0
last;0;0;0;1;0;0;0;5;0;0;0;0;0
every;0;0;0;1;2;0;1;1;0;0;0;1;1
ever;0;1;0;1;1;0;1;0;1;2;0;0;0
else;0;2;0;1;0;0;1;1;1;0;0;0;0
does;0;1;1;0;2;0;0;0;2;0;0;0;0
did;0;0;0;2;1;0;0;0;0;0;0;1;0
before;0;1;3;0;0;1;0;0;0;0;0;1;0
associated;3;0;1;0;0;1;0;0;0;0;0;0;0
anything;0;1;2;0;0;0;1;0;0;0;1;0;0
always;0;0;3;0;0;1;0;0;2;0;0;0;0
whatever;0;0;1;0;0;0;0;0;1;0;1;2;1
trying;0;0;0;0;1;0;0;1;2;1;0;0;0
non;1;1;0;2;0;0;1;0;0;0;0;0;0
i_ve;0;0;1;0;0;0;0;1;0;0;0;3;0
having;0;1;0;1;0;0;0;0;3;0;0;0;0
few;0;0;0;0;1;0;0;1;0;0;1;0;0
especially;0;2;0;1;0;0;0;1;0;1;0;0;0
down;0;0;0;0;1;1;0;1;0;0;0;0;0
course;1;0;0;1;0;0;0;1;0;1;0;0;0
your;0;0;0;1;0;0;1;0;2;0;0;1;0
too;0;0;1;0;0;0;0;0;0;1;1;1;0
thus;0;0;1;0;0;1;0;1;0;0;0;2;0
someone;0;0;0;1;0;0;1;0;2;0;0;0;0
quite;1;0;1;1;0;0;0;0;0;0;0;1;0
perhaps;0;0;1;2;0;0;0;0;1;0;0;1;0
once;0;1;0;0;2;0;0;0;1;1;0;0;0
merely;0;0;2;0;1;0;0;0;0;0;1;0;1
instead;0;0;0;0;0;2;0;0;1;0;1;1;0
gives;0;1;2;0;0;0;0;0;1;0;0;1;0
given;0;0;1;1;0;1;0;0;2;0;0;0;0
everyone;0;1;0;0;0;0;1;0;2;0;0;0;0
et;0;0;0;2;0;0;0;0;1;0;0;0;0
doesn_t;0;0;2;0;0;0;0;0;1;0;1;1;0
d;0;0;0;1;1;0;0;0;0;0;1;0;0
asking;0;0;0;0;0;0;1;0;0;1;0;1;0
another;1;0;0;1;1;0;1;1;0;0;0;0;0
although;0;0;1;2;0;0;0;1;1;0;0;0;0
01;0;0;1;0;0;0;0;0;1;0;1;0;0
we_re;0;0;0;1;1;0;0;0;0;0;0;1;0
via;0;1;0;1;0;0;0;1;0;0;0;0;0
upon;1;0;1;0;0;0;1;0;1;0;0;0;0
therefore;0;0;1;0;0;0;0;0;0;1;0;1;0
sometimes;0;0;1;3;0;0;0;0;0;0;0;0;0
seem;0;0;2;0;1;0;0;0;1;0;0;0;0
probably;0;1;1;0;0;0;0;1;0;0;0;0;1
plus;0;0;0;1;0;0;0;0;2;0;0;0;0
maybe;0;1;0;1;0;0;0;1;0;0;1;0;0
little;1;0;0;1;1;0;0;0;0;0;0;0;0
going;0;0;1;2;1;0;0;0;0;0;0;0;0
far;0;0;0;0;0;1;0;0;0;0;2;1;0
currently;0;0;1;3;0;0;0;0;0;0;0;0;0
considering;0;0;0;2;0;0;0;0;0;0;0;1;1
co;0;1;0;0;0;0;1;1;1;0;0;0;0
again;0;1;0;0;0;0;0;0;2;0;0;1;0
actually;0;0;0;0;1;0;0;0;2;1;0;0;0
2009;0;1;1;1;0;0;0;0;0;0;0;1;0
0;1;0;1;0;0;0;1;1;0;0;0;0;0
whole;0;0;0;0;0;0;0;1;1;1;0;0;0
welcome;0;0;0;0;0;1;0;2;0;0;0;0;0
toward;0;1;0;0;0;2;0;0;0;0;0;0;0
soon;0;0;0;1;1;1;0;0;0;0;0;0;0
second;0;0;0;1;0;1;0;0;0;1;0;0;0
outside;0;0;1;1;0;1;0;0;0;0;0;0;0
ones;1;1;0;0;0;1;0;0;0;0;0;0;0
look;0;1;0;0;0;0;0;0;2;0;0;0;0
latter;0;2;0;0;0;0;0;0;0;0;0;0;1
isn_t;0;0;0;1;0;0;0;1;1;0;0;0;0
everything;0;1;0;1;0;0;1;0;0;0;0;0;0
entirely;0;1;0;1;0;0;0;1;0;0;0;0;0
couldn_t;0;0;0;0;2;1;0;0;0;0;0;0;0
comes;0;0;0;0;2;0;0;0;0;1;0;0;0
com;0;0;0;0;0;0;0;0;0;0;3;0;0
certain;0;0;1;1;0;0;0;0;1;0;0;0;0
apart;0;0;0;0;0;0;1;2;0;0;0;0;0
already;0;1;0;0;0;0;0;0;2;0;0;0;0
almost;0;1;0;0;1;0;0;0;1;0;0;0;0
above;0;0;0;0;0;1;1;0;1;0;0;0;0
